Temperature,Salinity,Conductivity,Static Permittivity,Relaxation Frequency
16.51,35,5.02434,73.6102,1.09589e+09
16.52,35,5.02456,73.607,1.09561e+09
16.53,35,5.02478,73.6037,1.09532e+09
16.54,35,5.02499,73.6004,1.09503e+09
16.55,35,5.02521,73.5972,1.09475e+09
16.56,35,5.02542,73.5939,1.09446e+09
16.57,35,5.02564,73.5907,1.09418e+09
16.58,35,5.02585,73.5874,1.09389e+09
16.59,35,5.02607,73.5841,1.09361e+09
16.6,35,5.02628,73.5809,1.09332e+09
16.61,35,5.0265,73.5776,1.09304e+09
16.62,35,5.02671,73.5743,1.09276e+09
16.63,35,5.02692,73.5711,1.09247e+09
16.64,35,5.02714,73.5678,1.09219e+09
16.65,35,5.02735,73.5645,1.09191e+09
16.66,35,5.02756,73.5613,1.09163e+09
16.67,35,5.02777,73.558,1.09134e+09
16.68,35,5.02799,73.5547,1.09106e+09
16.69,35,5.0282,73.5515,1.09078e+09
16.7,35,5.02841,73.5482,1.0905e+09
16.71,35,5.02862,73.545,1.09022e+09
16.72,35,5.02883,73.5417,1.08994e+09
16.73,35,5.02904,73.5384,1.08966e+09
16.74,35,5.02926,73.5352,1.08938e+09
16.75,35,5.02947,73.5319,1.08911e+09
16.76,35,5.02968,73.5286,1.08883e+09
16.77,35,5.02989,73.5254,1.08855e+09
16.78,35,5.0301,73.5221,1.08827e+09
16.79,35,5.03031,73.5188,1.088e+09
16.8,35,5.03052,73.5156,1.08772e+09
16.81,35,5.03073,73.5123,1.08744e+09
16.82,35,5.03093,73.509,1.08717e+09
16.83,35,5.03114,73.5058,1.08689e+09
16.84,35,5.03135,73.5025,1.08662e+09
16.85,35,5.03156,73.4992,1.08634e+09
16.86,35,5.03177,73.496,1.08607e+09
16.87,35,5.03198,73.4927,1.08579e+09
16.88,35,5.03218,73.4894,1.08552e+09
16.89,35,5.03239,73.4862,1.08524e+09
16.9,35,5.0326,73.4829,1.08497e+09
16.91,35,5.0328,73.4796,1.0847e+09
16.92,35,5.03301,73.4764,1.08442e+09
16.93,35,5.03322,73.4731,1.08415e+09
16.94,35,5.03342,73.4698,1.08388e+09
16.95,35,5.03363,73.4666,1.08361e+09
16.96,35,5.03384,73.4633,1.08334e+09
16.97,35,5.03404,73.46,1.08307e+09
16.98,35,5.03425,73.4568,1.0828e+09
16.99,35,5.03445,73.4535,1.08253e+09
17,35,5.03466,73.4502,1.08226e+09
17.01,35,5.03486,73.447,1.08199e+09
17.02,35,5.03506,73.4437,1.08172e+09
17.03,35,5.03527,73.4404,1.08145e+09
17.04,35,5.03547,73.4372,1.08118e+09
17.05,35,5.03568,73.4339,1.08091e+09
17.06,35,5.03588,73.4306,1.08065e+09
17.07,35,5.03608,73.4274,1.08038e+09
17.08,35,5.03628,73.4241,1.08011e+09
17.09,35,5.03649,73.4208,1.07984e+09
17.1,35,5.03669,73.4176,1.07958e+09
17.11,35,5.03689,73.4143,1.07931e+09
17.12,35,5.03709,73.411,1.07905e+09
17.13,35,5.03729,73.4078,1.07878e+09
17.14,35,5.0375,73.4045,1.07852e+09
17.15,35,5.0377,73.4012,1.07825e+09
17.16,35,5.0379,73.3979,1.07799e+09
17.17,35,5.0381,73.3947,1.07772e+09
17.18,35,5.0383,73.3914,1.07746e+09
17.19,35,5.0385,73.3881,1.0772e+09
17.2,35,5.0387,73.3849,1.07693e+09
17.21,35,5.0389,73.3816,1.07667e+09
17.22,35,5.0391,73.3783,1.07641e+09
17.23,35,5.0393,73.3751,1.07615e+09
17.24,35,5.0395,73.3718,1.07588e+09
17.25,35,5.0397,73.3685,1.07562e+09
17.26,35,5.03989,73.3653,1.07536e+09
17.27,35,5.04009,73.362,1.0751e+09
17.28,35,5.04029,73.3587,1.07484e+09
17.29,35,5.04049,73.3555,1.07458e+09
17.3,35,5.04069,73.3522,1.07432e+09
17.31,35,5.04088,73.3489,1.07406e+09
17.32,35,5.04108,73.3457,1.0738e+09
17.33,35,5.04128,73.3424,1.07354e+09
17.34,35,5.04147,73.3391,1.07328e+09
17.35,35,5.04167,73.3359,1.07303e+09
17.36,35,5.04187,73.3326,1.07277e+09
17.37,35,5.04206,73.3293,1.07251e+09
17.38,35,5.04226,73.326,1.07225e+09
17.39,35,5.04245,73.3228,1.072e+09
17.4,35,5.04265,73.3195,1.07174e+09
17.41,35,5.04284,73.3162,1.07148e+09
17.42,35,5.04304,73.313,1.07123e+09
17.43,35,5.04323,73.3097,1.07097e+09
17.44,35,5.04343,73.3064,1.07072e+09
17.45,35,5.04362,73.3032,1.07046e+09
17.46,35,5.04381,73.2999,1.07021e+09
17.47,35,5.04401,73.2966,1.06995e+09
17.48,35,5.0442,73.2934,1.0697e+09
17.49,35,5.04439,73.2901,1.06945e+09
17.5,35,5.04459,73.2868,1.06919e+09
17.51,35,5.04478,73.2836,1.06894e+09
17.52,35,5.04497,73.2803,1.06869e+09
17.53,35,5.04516,73.277,1.06844e+09
17.54,35,5.04535,73.2738,1.06818e+09
17.55,35,5.04555,73.2705,1.06793e+09
17.56,35,5.04574,73.2672,1.06768e+09
17.57,35,5.04593,73.2639,1.06743e+09
17.58,35,5.04612,73.2607,1.06718e+09
17.59,35,5.04631,73.2574,1.06693e+09
17.6,35,5.0465,73.2541,1.06668e+09
17.61,35,5.04669,73.2509,1.06643e+09
17.62,35,5.04688,73.2476,1.06618e+09
17.63,35,5.04707,73.2443,1.06593e+09
17.64,35,5.04726,73.2411,1.06568e+09
17.65,35,5.04745,73.2378,1.06543e+09
17.66,35,5.04764,73.2345,1.06518e+09
17.67,35,5.04783,73.2313,1.06493e+09
17.68,35,5.04801,73.228,1.06469e+09
17.69,35,5.0482,73.2247,1.06444e+09
17.7,35,5.04839,73.2215,1.06419e+09
17.71,35,5.04858,73.2182,1.06395e+09
17.72,35,5.04876,73.2149,1.0637e+09
17.73,35,5.04895,73.2117,1.06345e+09
17.74,35,5.04914,73.2084,1.06321e+09
17.75,35,5.04933,73.2051,1.06296e+09
17.76,35,5.04951,73.2019,1.06272e+09
17.77,35,5.0497,73.1986,1.06247e+09
17.78,35,5.04988,73.1953,1.06223e+09
17.79,35,5.05007,73.1921,1.06198e+09
17.8,35,5.05026,73.1888,1.06174e+09
17.81,35,5.05044,73.1855,1.06149e+09
17.82,35,5.05063,73.1823,1.06125e+09
17.83,35,5.05081,73.179,1.06101e+09
17.84,35,5.051,73.1757,1.06076e+09
17.85,35,5.05118,73.1724,1.06052e+09
17.86,35,5.05136,73.1692,1.06028e+09
17.87,35,5.05155,73.1659,1.06004e+09
17.88,35,5.05173,73.1626,1.0598e+09
17.89,35,5.05191,73.1594,1.05955e+09
17.9,35,5.0521,73.1561,1.05931e+09
17.91,35,5.05228,73.1528,1.05907e+09
17.92,35,5.05246,73.1496,1.05883e+09
17.93,35,5.05265,73.1463,1.05859e+09
17.94,35,5.05283,73.143,1.05835e+09
17.95,35,5.05301,73.1398,1.05811e+09
17.96,35,5.05319,73.1365,1.05787e+09
17.97,35,5.05337,73.1332,1.05763e+09
17.98,35,5.05355,73.13,1.05739e+09
17.99,35,5.05373,73.1267,1.05716e+09
18,35,5.05392,73.1234,1.05692e+09
18.01,35,5.0541,73.1202,1.05668e+09
18.02,35,5.05428,73.1169,1.05644e+09
18.03,35,5.05446,73.1136,1.0562e+09
18.04,35,5.05464,73.1104,1.05597e+09
18.05,35,5.05481,73.1071,1.05573e+09
18.06,35,5.05499,73.1039,1.05549e+09
18.07,35,5.05517,73.1006,1.05526e+09
18.08,35,5.05535,73.0973,1.05502e+09
18.09,35,5.05553,73.0941,1.05479e+09
18.1,35,5.05571,73.0908,1.05455e+09
18.11,35,5.05589,73.0875,1.05432e+09
18.12,35,5.05606,73.0843,1.05408e+09
18.13,35,5.05624,73.081,1.05385e+09
18.14,35,5.05642,73.0777,1.05361e+09
18.15,35,5.0566,73.0745,1.05338e+09
18.16,35,5.05677,73.0712,1.05314e+09
18.17,35,5.05695,73.0679,1.05291e+09
18.18,35,5.05713,73.0647,1.05268e+09
18.19,35,5.0573,73.0614,1.05244e+09
18.2,35,5.05748,73.0581,1.05221e+09
18.21,35,5.05765,73.0549,1.05198e+09
18.22,35,5.05783,73.0516,1.05175e+09
18.23,35,5.058,73.0483,1.05152e+09
18.24,35,5.05818,73.0451,1.05128e+09
18.25,35,5.05835,73.0418,1.05105e+09
18.26,35,5.05853,73.0386,1.05082e+09
18.27,35,5.0587,73.0353,1.05059e+09
18.28,35,5.05888,73.032,1.05036e+09
18.29,35,5.05905,73.0288,1.05013e+09
18.3,35,5.05922,73.0255,1.0499e+09
18.31,35,5.0594,73.0222,1.04967e+09
18.32,35,5.05957,73.019,1.04944e+09
18.33,35,5.05974,73.0157,1.04921e+09
18.34,35,5.05991,73.0125,1.04899e+09
18.35,35,5.06009,73.0092,1.04876e+09
18.36,35,5.06026,73.0059,1.04853e+09
18.37,35,5.06043,73.0027,1.0483e+09
18.38,35,5.0606,72.9994,1.04807e+09
18.39,35,5.06077,72.9961,1.04785e+09
18.4,35,5.06094,72.9929,1.04762e+09
18.41,35,5.06111,72.9896,1.04739e+09
18.42,35,5.06129,72.9864,1.04717e+09
18.43,35,5.06146,72.9831,1.04694e+09
18.44,35,5.06163,72.9798,1.04671e+09
18.45,35,5.0618,72.9766,1.04649e+09
18.46,35,5.06196,72.9733,1.04626e+09
18.47,35,5.06213,72.97,1.04604e+09
18.48,35,5.0623,72.9668,1.04581e+09
18.49,35,5.06247,72.9635,1.04559e+09
18.5,35,5.06264,72.9603,1.04536e+09
18.51,35,5.06281,72.957,1.04514e+09
18.52,35,5.06298,72.9537,1.04492e+09
18.53,35,5.06314,72.9505,1.04469e+09
18.54,35,5.06331,72.9472,1.04447e+09
18.55,35,5.06348,72.944,1.04425e+09
18.56,35,5.06365,72.9407,1.04402e+09
18.57,35,5.06381,72.9374,1.0438e+09
18.58,35,5.06398,72.9342,1.04358e+09
18.59,35,5.06415,72.9309,1.04336e+09
18.6,35,5.06431,72.9277,1.04313e+09
18.61,35,5.06448,72.9244,1.04291e+09
18.62,35,5.06464,72.9211,1.04269e+09
18.63,35,5.06481,72.9179,1.04247e+09
18.64,35,5.06497,72.9146,1.04225e+09
18.65,35,5.06514,72.9114,1.04203e+09
18.66,35,5.0653,72.9081,1.04181e+09
18.67,35,5.06547,72.9049,1.04159e+09
18.68,35,5.06563,72.9016,1.04137e+09
18.69,35,5.0658,72.8983,1.04115e+09
18.7,35,5.06596,72.8951,1.04093e+09
18.71,35,5.06612,72.8918,1.04071e+09
18.72,35,5.06629,72.8886,1.04049e+09
18.73,35,5.06645,72.8853,1.04028e+09
18.74,35,5.06661,72.8821,1.04006e+09
18.75,35,5.06678,72.8788,1.03984e+09
18.76,35,5.06694,72.8755,1.03962e+09
18.77,35,5.0671,72.8723,1.0394e+09
18.78,35,5.06726,72.869,1.03919e+09
18.79,35,5.06742,72.8658,1.03897e+09
18.8,35,5.06758,72.8625,1.03875e+09
18.81,35,5.06775,72.8593,1.03854e+09
18.82,35,5.06791,72.856,1.03832e+09
18.83,35,5.06807,72.8528,1.03811e+09
18.84,35,5.06823,72.8495,1.03789e+09
18.85,35,5.06839,72.8462,1.03767e+09
18.86,35,5.06855,72.843,1.03746e+09
18.87,35,5.06871,72.8397,1.03724e+09
18.88,35,5.06887,72.8365,1.03703e+09
18.89,35,5.06902,72.8332,1.03682e+09
18.9,35,5.06918,72.83,1.0366e+09
18.91,35,5.06934,72.8267,1.03639e+09
18.92,35,5.0695,72.8235,1.03617e+09
18.93,35,5.06966,72.8202,1.03596e+09
18.94,35,5.06982,72.817,1.03575e+09
18.95,35,5.06997,72.8137,1.03553e+09
18.96,35,5.07013,72.8105,1.03532e+09
18.97,35,5.07029,72.8072,1.03511e+09
18.98,35,5.07045,72.804,1.0349e+09
18.99,35,5.0706,72.8007,1.03469e+09
19,35,5.07076,72.7974,1.03447e+09
19.01,35,5.07091,72.7942,1.03426e+09
19.02,35,5.07107,72.7909,1.03405e+09
19.03,35,5.07123,72.7877,1.03384e+09
19.04,35,5.07138,72.7844,1.03363e+09
19.05,35,5.07154,72.7812,1.03342e+09
19.06,35,5.07169,72.7779,1.03321e+09
19.07,35,5.07185,72.7747,1.033e+09
19.08,35,5.072,72.7714,1.03279e+09
19.09,35,5.07215,72.7682,1.03258e+09
19.1,35,5.07231,72.7649,1.03237e+09
19.11,35,5.07246,72.7617,1.03216e+09
19.12,35,5.07262,72.7584,1.03195e+09
19.13,35,5.07277,72.7552,1.03175e+09
19.14,35,5.07292,72.7519,1.03154e+09
19.15,35,5.07307,72.7487,1.03133e+09
19.16,35,5.07323,72.7455,1.03112e+09
19.17,35,5.07338,72.7422,1.03091e+09
19.18,35,5.07353,72.739,1.03071e+09
19.19,35,5.07368,72.7357,1.0305e+09
19.2,35,5.07383,72.7325,1.03029e+09
19.21,35,5.07399,72.7292,1.03009e+09
19.22,35,5.07414,72.726,1.02988e+09
19.23,35,5.07429,72.7227,1.02967e+09
19.24,35,5.07444,72.7195,1.02947e+09
19.25,35,5.07459,72.7162,1.02926e+09
19.26,35,5.07474,72.713,1.02906e+09
19.27,35,5.07489,72.7097,1.02885e+09
19.28,35,5.07504,72.7065,1.02865e+09
19.29,35,5.07519,72.7032,1.02844e+09
19.3,35,5.07534,72.7,1.02824e+09
19.31,35,5.07548,72.6968,1.02803e+09
19.32,35,5.07563,72.6935,1.02783e+09
19.33,35,5.07578,72.6903,1.02763e+09
19.34,35,5.07593,72.687,1.02742e+09
19.35,35,5.07608,72.6838,1.02722e+09
19.36,35,5.07623,72.6805,1.02702e+09
19.37,35,5.07637,72.6773,1.02681e+09
19.38,35,5.07652,72.6741,1.02661e+09
19.39,35,5.07667,72.6708,1.02641e+09
19.4,35,5.07681,72.6676,1.02621e+09
19.41,35,5.07696,72.6643,1.026e+09
19.42,35,5.07711,72.6611,1.0258e+09
19.43,35,5.07725,72.6578,1.0256e+09
19.44,35,5.0774,72.6546,1.0254e+09
19.45,35,5.07754,72.6514,1.0252e+09
19.46,35,5.07769,72.6481,1.025e+09
19.47,35,5.07783,72.6449,1.0248e+09
19.48,35,5.07798,72.6416,1.0246e+09
19.49,35,5.07812,72.6384,1.0244e+09
19.5,35,5.07827,72.6352,1.0242e+09
19.51,35,5.07841,72.6319,1.024e+09
19.52,35,5.07855,72.6287,1.0238e+09
19.53,35,5.0787,72.6254,1.0236e+09
19.54,35,5.07884,72.6222,1.0234e+09
19.55,35,5.07898,72.619,1.0232e+09
19.56,35,5.07913,72.6157,1.023e+09
19.57,35,5.07927,72.6125,1.0228e+09
19.58,35,5.07941,72.6093,1.02261e+09
19.59,35,5.07955,72.606,1.02241e+09
19.6,35,5.07969,72.6028,1.02221e+09
19.61,35,5.07983,72.5996,1.02201e+09
19.62,35,5.07998,72.5963,1.02182e+09
19.63,35,5.08012,72.5931,1.02162e+09
19.64,35,5.08026,72.5898,1.02142e+09
19.65,35,5.0804,72.5866,1.02123e+09
19.66,35,5.08054,72.5834,1.02103e+09
19.67,35,5.08068,72.5801,1.02083e+09
19.68,35,5.08082,72.5769,1.02064e+09
19.69,35,5.08096,72.5737,1.02044e+09
19.7,35,5.0811,72.5704,1.02025e+09
19.71,35,5.08124,72.5672,1.02005e+09
19.72,35,5.08137,72.564,1.01986e+09
19.73,35,5.08151,72.5607,1.01966e+09
19.74,35,5.08165,72.5575,1.01947e+09
19.75,35,5.08179,72.5543,1.01927e+09
19.76,35,5.08193,72.551,1.01908e+09
19.77,35,5.08206,72.5478,1.01888e+09
19.78,35,5.0822,72.5446,1.01869e+09
19.79,35,5.08234,72.5414,1.0185e+09
19.8,35,5.08248,72.5381,1.0183e+09
19.81,35,5.08261,72.5349,1.01811e+09
19.82,35,5.08275,72.5317,1.01792e+09
19.83,35,5.08288,72.5284,1.01772e+09
19.84,35,5.08302,72.5252,1.01753e+09
19.85,35,5.08316,72.522,1.01734e+09
19.86,35,5.08329,72.5187,1.01715e+09
19.87,35,5.08343,72.5155,1.01696e+09
19.88,35,5.08356,72.5123,1.01677e+09
19.89,35,5.0837,72.5091,1.01657e+09
19.9,35,5.08383,72.5058,1.01638e+09
19.91,35,5.08396,72.5026,1.01619e+09
19.92,35,5.0841,72.4994,1.016e+09
19.93,35,5.08423,72.4962,1.01581e+09
19.94,35,5.08436,72.4929,1.01562e+09
19.95,35,5.0845,72.4897,1.01543e+09
19.96,35,5.08463,72.4865,1.01524e+09
19.97,35,5.08476,72.4833,1.01505e+09
19.98,35,5.0849,72.48,1.01486e+09
19.99,35,5.08503,72.4768,1.01467e+09
20,35,5.08516,72.4736,1.01448e+09
20.01,35,5.08529,72.4704,1.01429e+09
20.02,35,5.08542,72.4671,1.01411e+09
20.03,35,5.08555,72.4639,1.01392e+09
20.04,35,5.08568,72.4607,1.01373e+09
20.05,35,5.08582,72.4575,1.01354e+09
20.06,35,5.08595,72.4543,1.01335e+09
20.07,35,5.08608,72.451,1.01317e+09
20.08,35,5.08621,72.4478,1.01298e+09
20.09,35,5.08634,72.4446,1.01279e+09
20.1,35,5.08646,72.4414,1.0126e+09
20.11,35,5.08659,72.4382,1.01242e+09
20.12,35,5.08672,72.4349,1.01223e+09
20.13,35,5.08685,72.4317,1.01204e+09
20.14,35,5.08698,72.4285,1.01186e+09
20.15,35,5.08711,72.4253,1.01167e+09
20.16,35,5.08724,72.4221,1.01149e+09
20.17,35,5.08736,72.4188,1.0113e+09
20.18,35,5.08749,72.4156,1.01112e+09
20.19,35,5.08762,72.4124,1.01093e+09
20.2,35,5.08775,72.4092,1.01075e+09
20.21,35,5.08787,72.406,1.01056e+09
20.22,35,5.088,72.4028,1.01038e+09
20.23,35,5.08812,72.3995,1.01019e+09
20.24,35,5.08825,72.3963,1.01001e+09
20.25,35,5.08838,72.3931,1.00982e+09
20.26,35,5.0885,72.3899,1.00964e+09
20.27,35,5.08863,72.3867,1.00946e+09
20.28,35,5.08875,72.3835,1.00927e+09
20.29,35,5.08888,72.3803,1.00909e+09
20.3,35,5.089,72.377,1.00891e+09
20.31,35,5.08913,72.3738,1.00872e+09
20.32,35,5.08925,72.3706,1.00854e+09
20.33,35,5.08937,72.3674,1.00836e+09
20.34,35,5.0895,72.3642,1.00818e+09
20.35,35,5.08962,72.361,1.008e+09
20.36,35,5.08974,72.3578,1.00781e+09
20.37,35,5.08987,72.3546,1.00763e+09
20.38,35,5.08999,72.3514,1.00745e+09
20.39,35,5.09011,72.3482,1.00727e+09
20.4,35,5.09023,72.3449,1.00709e+09
20.41,35,5.09035,72.3417,1.00691e+09
20.42,35,5.09048,72.3385,1.00673e+09
20.43,35,5.0906,72.3353,1.00655e+09
20.44,35,5.09072,72.3321,1.00637e+09
20.45,35,5.09084,72.3289,1.00619e+09
20.46,35,5.09096,72.3257,1.00601e+09
20.47,35,5.09108,72.3225,1.00583e+09
20.48,35,5.0912,72.3193,1.00565e+09
20.49,35,5.09132,72.3161,1.00547e+09
20.5,35,5.09144,72.3129,1.00529e+09
20.51,35,5.09156,72.3097,1.00511e+09
20.52,35,5.09168,72.3065,1.00493e+09
20.53,35,5.0918,72.3033,1.00475e+09
20.54,35,5.09191,72.3001,1.00458e+09
20.55,35,5.09203,72.2969,1.0044e+09
20.56,35,5.09215,72.2937,1.00422e+09
20.57,35,5.09227,72.2905,1.00404e+09
20.58,35,5.09239,72.2873,1.00386e+09
20.59,35,5.0925,72.2841,1.00369e+09
20.6,35,5.09262,72.2809,1.00351e+09
20.61,35,5.09274,72.2777,1.00333e+09
20.62,35,5.09285,72.2745,1.00316e+09
20.63,35,5.09297,72.2713,1.00298e+09
20.64,35,5.09309,72.2681,1.0028e+09
20.65,35,5.0932,72.2649,1.00263e+09
20.66,35,5.09332,72.2617,1.00245e+09
20.67,35,5.09343,72.2585,1.00228e+09
20.68,35,5.09355,72.2553,1.0021e+09
20.69,35,5.09366,72.2521,1.00192e+09
20.7,35,5.09378,72.2489,1.00175e+09
20.71,35,5.09389,72.2457,1.00157e+09
20.72,35,5.09401,72.2425,1.0014e+09
20.73,35,5.09412,72.2393,1.00122e+09
20.74,35,5.09423,72.2361,1.00105e+09
20.75,35,5.09435,72.2329,1.00088e+09
20.76,35,5.09446,72.2297,1.0007e+09
20.77,35,5.09457,72.2265,1.00053e+09
20.78,35,5.09468,72.2233,1.00035e+09
20.79,35,5.0948,72.2201,1.00018e+09
20.8,35,5.09491,72.2169,1.00001e+09
20.81,35,5.09502,72.2138,9.99834e+08
20.82,35,5.09513,72.2106,9.9966e+08
20.83,35,5.09524,72.2074,9.99488e+08
20.84,35,5.09535,72.2042,9.99315e+08
20.85,35,5.09547,72.201,9.99143e+08
20.86,35,5.09558,72.1978,9.9897e+08
20.87,35,5.09569,72.1946,9.98798e+08
20.88,35,5.0958,72.1914,9.98626e+08
20.89,35,5.09591,72.1882,9.98454e+08
20.9,35,5.09602,72.1851,9.98283e+08
20.91,35,5.09613,72.1819,9.98111e+08
20.92,35,5.09623,72.1787,9.9794e+08
20.93,35,5.09634,72.1755,9.97769e+08
20.94,35,5.09645,72.1723,9.97598e+08
20.95,35,5.09656,72.1691,9.97428e+08
20.96,35,5.09667,72.166,9.97257e+08
20.97,35,5.09678,72.1628,9.97087e+08
20.98,35,5.09688,72.1596,9.96917e+08
20.99,35,5.09699,72.1564,9.96747e+08
21,35,5.0971,72.1532,9.96577e+08
21.01,35,5.09721,72.15,9.96407e+08
21.02,35,5.09731,72.1469,9.96238e+08
21.03,35,5.09742,72.1437,9.96069e+08
21.04,35,5.09753,72.1405,9.959e+08
21.05,35,5.09763,72.1373,9.95731e+08
21.06,35,5.09774,72.1341,9.95562e+08
21.07,35,5.09784,72.131,9.95394e+08
21.08,35,5.09795,72.1278,9.95225e+08
21.09,35,5.09805,72.1246,9.95057e+08
21.1,35,5.09816,72.1214,9.94889e+08
21.11,35,5.09826,72.1183,9.94721e+08
21.12,35,5.09837,72.1151,9.94554e+08
21.13,35,5.09847,72.1119,9.94386e+08
21.14,35,5.09857,72.1087,9.94219e+08
21.15,35,5.09868,72.1056,9.94052e+08
21.16,35,5.09878,72.1024,9.93885e+08
21.17,35,5.09888,72.0992,9.93718e+08
21.18,35,5.09899,72.096,9.93551e+08
21.19,35,5.09909,72.0929,9.93385e+08
21.2,35,5.09919,72.0897,9.93219e+08
21.21,35,5.09929,72.0865,9.93052e+08
21.22,35,5.09939,72.0833,9.92886e+08
21.23,35,5.09949,72.0802,9.92721e+08
21.24,35,5.0996,72.077,9.92555e+08
21.25,35,5.0997,72.0738,9.9239e+08
21.26,35,5.0998,72.0707,9.92224e+08
21.27,35,5.0999,72.0675,9.92059e+08
21.28,35,5.1,72.0643,9.91895e+08
21.29,35,5.1001,72.0612,9.9173e+08
21.3,35,5.1002,72.058,9.91565e+08
21.31,35,5.1003,72.0548,9.91401e+08
21.32,35,5.1004,72.0517,9.91237e+08
21.33,35,5.1005,72.0485,9.91073e+08
21.34,35,5.10059,72.0453,9.90909e+08
21.35,35,5.10069,72.0422,9.90745e+08
21.36,35,5.10079,72.039,9.90581e+08
21.37,35,5.10089,72.0358,9.90418e+08
21.38,35,5.10099,72.0327,9.90255e+08
21.39,35,5.10108,72.0295,9.90092e+08
21.4,35,5.10118,72.0264,9.89929e+08
21.41,35,5.10128,72.0232,9.89766e+08
21.42,35,5.10137,72.02,9.89604e+08
21.43,35,5.10147,72.0169,9.89441e+08
21.44,35,5.10157,72.0137,9.89279e+08
21.45,35,5.10166,72.0106,9.89117e+08
21.46,35,5.10176,72.0074,9.88955e+08
21.47,35,5.10185,72.0042,9.88793e+08
21.48,35,5.10195,72.0011,9.88632e+08
21.49,35,5.10204,71.9979,9.88471e+08
21.5,35,5.10214,71.9948,9.88309e+08
21.51,35,5.10223,71.9916,9.88148e+08
21.52,35,5.10233,71.9885,9.87987e+08
21.53,35,5.10242,71.9853,9.87827e+08
21.54,35,5.10252,71.9822,9.87666e+08
21.55,35,5.10261,71.979,9.87506e+08
21.56,35,5.1027,71.9759,9.87346e+08
21.57,35,5.1028,71.9727,9.87185e+08
21.58,35,5.10289,71.9695,9.87026e+08
21.59,35,5.10298,71.9664,9.86866e+08
21.6,35,5.10307,71.9632,9.86706e+08
21.61,35,5.10317,71.9601,9.86547e+08
21.62,35,5.10326,71.9569,9.86388e+08
21.63,35,5.10335,71.9538,9.86228e+08
21.64,35,5.10344,71.9507,9.8607e+08
21.65,35,5.10353,71.9475,9.85911e+08
21.66,35,5.10362,71.9444,9.85752e+08
21.67,35,5.10371,71.9412,9.85594e+08
21.68,35,5.1038,71.9381,9.85435e+08
21.69,35,5.10389,71.9349,9.85277e+08
21.7,35,5.10398,71.9318,9.85119e+08
21.71,35,5.10407,71.9286,9.84962e+08
21.72,35,5.10416,71.9255,9.84804e+08
21.73,35,5.10425,71.9223,9.84646e+08
21.74,35,5.10434,71.9192,9.84489e+08
21.75,35,5.10443,71.9161,9.84332e+08
21.76,35,5.10451,71.9129,9.84175e+08
21.77,35,5.1046,71.9098,9.84018e+08
21.78,35,5.10469,71.9066,9.83861e+08
21.79,35,5.10478,71.9035,9.83705e+08
21.8,35,5.10487,71.9004,9.83548e+08
21.81,35,5.10495,71.8972,9.83392e+08
21.82,35,5.10504,71.8941,9.83236e+08
21.83,35,5.10513,71.8909,9.8308e+08
21.84,35,5.10521,71.8878,9.82924e+08
21.85,35,5.1053,71.8847,9.82769e+08
21.86,35,5.10538,71.8815,9.82613e+08
21.87,35,5.10547,71.8784,9.82458e+08
21.88,35,5.10555,71.8753,9.82303e+08
21.89,35,5.10564,71.8721,9.82148e+08
21.9,35,5.10572,71.869,9.81993e+08
21.91,35,5.10581,71.8659,9.81838e+08
21.92,35,5.10589,71.8627,9.81684e+08
21.93,35,5.10598,71.8596,9.8153e+08
21.94,35,5.10606,71.8565,9.81375e+08
21.95,35,5.10614,71.8534,9.81221e+08
21.96,35,5.10623,71.8502,9.81067e+08
21.97,35,5.10631,71.8471,9.80914e+08
21.98,35,5.10639,71.844,9.8076e+08
21.99,35,5.10648,71.8408,9.80607e+08
22,35,5.10656,71.8377,9.80453e+08
22.01,35,5.10664,71.8346,9.803e+08
22.02,35,5.10672,71.8315,9.80147e+08
22.03,35,5.1068,71.8283,9.79994e+08
22.04,35,5.10688,71.8252,9.79842e+08
22.05,35,5.10697,71.8221,9.79689e+08
22.06,35,5.10705,71.819,9.79537e+08
22.07,35,5.10713,71.8158,9.79385e+08
22.08,35,5.10721,71.8127,9.79233e+08
22.09,35,5.10729,71.8096,9.79081e+08
22.1,35,5.10737,71.8065,9.78929e+08
22.11,35,5.10745,71.8034,9.78777e+08
22.12,35,5.10753,71.8002,9.78626e+08
22.13,35,5.1076,71.7971,9.78475e+08
22.14,35,5.10768,71.794,9.78323e+08
22.15,35,5.10776,71.7909,9.78172e+08
22.16,35,5.10784,71.7878,9.78021e+08
22.17,35,5.10792,71.7847,9.77871e+08
22.18,35,5.108,71.7815,9.7772e+08
22.19,35,5.10807,71.7784,9.7757e+08
22.2,35,5.10815,71.7753,9.77419e+08
22.21,35,5.10823,71.7722,9.77269e+08
22.22,35,5.1083,71.7691,9.77119e+08
22.23,35,5.10838,71.766,9.7697e+08
22.24,35,5.10846,71.7629,9.7682e+08
22.25,35,5.10853,71.7598,9.7667e+08
22.26,35,5.10861,71.7566,9.76521e+08
22.27,35,5.10869,71.7535,9.76372e+08
22.28,35,5.10876,71.7504,9.76223e+08
22.29,35,5.10884,71.7473,9.76074e+08
22.3,35,5.10891,71.7442,9.75925e+08
22.31,35,5.10898,71.7411,9.75776e+08
22.32,35,5.10906,71.738,9.75628e+08
22.33,35,5.10913,71.7349,9.75479e+08
22.34,35,5.10921,71.7318,9.75331e+08
22.35,35,5.10928,71.7287,9.75183e+08
